trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
222,False,"{'a': 0.8, 'e': 0.011795938519751564}",25,12,20.639289599505915,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.8, 'e': 0.01156236328746854}",20,16,8.037792255200326,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.8, 'e': 0.01133341315466739}",20,1,30.256244061488598,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.8, 'e': 0.01110899653824231}",20,15,7.663425311575841,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.8, 'e': 0.010889023668554444}",20,8,24.211377495507392,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.8, 'e': 0.010673406553522929}",20,7,22.133215812018555,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.8, 'e': 0.010462058943426797}",20,12,14.7729889688422,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.8, 'e': 0.010254896296404024}",20,12,-0.4615113331906824,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.8, 'e': 0.010051835744633579}",20,8,9.26215081656912,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
231,False,"{'a': 0.8, 'e': 0.009852796061187259}",25,13,19.130541133164783,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.8, 'e': 0.00965769762753778}",35,22,24.358569373475348,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.8, 'e': 0.009466462401710325}",25,13,20.412465397467482,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.8, 'e': 0.009279013887064745}",20,7,19.059480965159842,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.8, 'e': 0.009095277101695817}",35,22,23.45790377364925,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.8, 'e': 0.008915178548439555}",20,12,15.592565719230558,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.8, 'e': 0.008738646185473292}",20,16,6.575863576300254,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.8, 'e': 0.008565609397498062}",25,13,27.426254575742288,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.8, 'e': 0.008395998967491472}",20,14,11.753944501863947,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.8, 'e': 0.008229747049020032}",25,13,8.372097051760278,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.8, 'e': 0.008066787139099616}",20,16,6.456503957856869,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.8, 'e': 0.007907054051593443}",30,16,21.55617793710987,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.8, 'e': 0.007750483891136694}",20,16,7.008220824918478,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.8, 'e': 0.00759701402757757}",25,16,15.979269710822996,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.8, 'e': 0.00744658307092434}",20,9,14.000322728968355,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.8, 'e': 0.007299130846788585}",25,19,11.334669850017697,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.8, 'e': 0.007154598372314581}",25,11,27.150748248300467,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.8, 'e': 0.007012927832585426}",30,23,12.79961399905572,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.8, 'e': 0.006874062557496251}",20,7,22.284596460317626,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.8, 'e': 0.006737946999085469}",20,14,12.78697670092506,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.8, 'e': 0.006604526709314807}",30,15,24.113185676444548,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.8, 'e': 0.006473748318289407}",25,15,21.463244565347097,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.8, 'e': 0.006345559512909112}",25,11,21.119109762309527,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.8, 'e': 0.0062199090159425745}",20,15,8.141480772412441,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.8, 'e': 0.006096746565515634}",20,13,14.292160091631555,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.8, 'e': 0.0059760228950059445}",20,12,17.119175528190056,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.8, 'e': 0.005857689713335624}",20,10,18.471488748022193,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.8, 'e': 0.005741699685654204}",20,16,5.181078890175904,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.8, 'e': 0.005628006414404067}",25,11,23.540153858362757,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.8, 'e': 0.005516564420760773}",20,5,24.972464301285225,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.8, 'e': 0.005407329126440961}",20,16,8.356339475207571,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.8, 'e': 0.005300256835870404}",30,3,-4.120400808320419,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 1}",1
263,False,"{'a': 0.8, 'e': 0.005195304718705233}",20,0,32.7835058363432,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
264,False,"{'a': 0.8, 'e': 0.005092430792699192}",25,2,25.19859574096548,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.8, 'e': 0.004991593906910219}",20,6,-19.662239137862866,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
266,False,"{'a': 0.8, 'e': 0.0048927537252394775}",25,14,20.37470668517485,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.8, 'e': 0.004795870710296422}",30,16,28.650352804097604,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.8, 'e': 0.004700906107583278}",35,18,-2.969648581504229,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
269,False,"{'a': 0.8, 'e': 0.004607821929992754}",30,13,27.972775476800017,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.8, 'e': 0.004516580942612668}",20,16,6.695915670580447,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.8, 'e': 0.004427146647831513}",20,11,-26.577215252499325,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
272,False,"{'a': 0.8, 'e': 0.0043394832707388965}",20,7,21.16756211921478,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.8, 'e': 0.004253555744815127}",25,11,28.506732113494145,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.8, 'e': 0.004169329697904113}",30,0,47.786706904393135,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.8, 'e': 0.004086771438464068}",25,15,-19.346670017820315,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
276,False,"{'a': 0.8, 'e': 0.004005847942090418}",25,16,20.257722604659225,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.8, 'e': 0.003926526838305625}",25,0,34.069225875754576,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
278,False,"{'a': 0.8, 'e': 0.0038487763976105403}",30,4,39.537280831446395,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.8, 'e': 0.003772565518792206}",25,20,9.617617938758965,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.8, 'e': 0.00369786371648293}",20,6,0.10719704727583612,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
281,False,"{'a': 0.8, 'e': 0.003624641108965757}",30,15,27.263859192445093,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.8, 'e': 0.003552868406221363}",25,18,10.534151713785922,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.8, 'e': 0.0034825168982116645}",30,18,3.7754000584918486,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
284,False,"{'a': 0.8, 'e': 0.0034135584433954316}",25,10,24.521327845312005,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.8, 'e': 0.0033459654574712733}",30,17,22.21586753826861,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.8, 'e': 0.003279710902343574}",30,18,24.28839948707649,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.8, 'e': 0.003214768275306871}",25,11,22.772831374668954,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.8, 'e': 0.0031511115984444423}",25,12,12.719462876717408,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.8, 'e': 0.00308871540823677}",25,10,27.80881169490912,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.8, 'e': 0.003027554745375816}",20,0,28.9767139064996,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.8, 'e': 0.002967605144780945}",20,10,20.472262888770857,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.8, 'e': 0.002908842625812585}",20,7,21.083065504112408,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.8, 'e': 0.002851243682679633}",30,15,14.176112840715028,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
294,False,"{'a': 0.8, 'e': 0.0027947852750368446}",20,14,11.535037428480669,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.8, 'e': 0.0027394448187683692}",25,13,18.275368141869805,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.8, 'e': 0.0026852001769538214}",20,7,22.893553234314304,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.8, 'e': 0.002632029651013199}",30,13,34.883325010634195,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.8, 'e': 0.002579911972027181}",35,24,19.971015529788943,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.8, 'e': 0.0025288262922292565}",25,13,21.872333754303806,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.8, 'e': 0.0024787521766663594}",20,15,7.473585296304784,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.8, 'e': 0.002429669595024596}",20,0,31.96032816327691,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
302,False,"{'a': 0.8, 'e': 0.0023815589136168716}",20,8,19.521815054729263,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.8, 'e': 0.002334400887529134}",20,8,-18.248499609923986,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
304,False,"{'a': 0.8, 'e': 0.00228817665292217}",20,2,9.60418159991986,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
305,False,"{'a': 0.8, 'e': 0.002242867719485802}",30,18,21.224155454852124,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.8, 'e': 0.0021984559630425318}",25,17,13.8377680395894,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.8, 'e': 0.0021549236182976136}",20,8,20.710715187055772,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.8, 'e': 0.0021122532717327146}",20,13,16.17076479926725,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.8, 'e': 0.002070427854640261}",25,0,38.04310889159126,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
310,False,"{'a': 0.8, 'e': 0.0020294306362957345}",20,1,-13.242314913194797,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
311,False,"{'a': 0.8, 'e': 0.0019892452172651644}",20,8,22.752390457139576,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.8, 'e': 0.0019498555228451213}",35,20,26.247100501611058,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.8, 'e': 0.0019112457966326383}",25,0,35.90577510600166,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
314,False,"{'a': 0.8, 'e': 0.001873400594222424}",30,14,6.107575430136775,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
315,False,"{'a': 0.8, 'e': 0.0018363047770289078}",25,14,17.426534814960256,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.8, 'e': 0.0017999435062305918}",20,12,15.20483403299246,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.8, 'e': 0.0017643022368343361}",20,9,19.612265365580594,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.8, 'e': 0.0017293667118571563}",30,19,20.503421359718516,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.8, 'e': 0.0016951229566232512}",20,14,12.558048064701623,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.8, 'e': 0.0016615572731739346}",20,12,15.203236267006657,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.8, 'e': 0.0016286562347882813}",25,14,19.079869975809547,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.8, 'e': 0.0015964066806122479}",20,10,18.596910313905873,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.8, 'e': 0.0015647957103941672}",25,16,16.097311152351935,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.8, 'e': 0.0015338106793244637}",20,9,23.703622808006465,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.8, 'e': 0.001503439192977573}",25,0,0.04545034516432289,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
326,False,"{'a': 0.8, 'e': 0.0014736691023539952}",30,15,26.192996394439483,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.8, 'e': 0.0014444884990205437}",20,11,16.146250789053788,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.8, 'e': 0.0014158857103468026}",25,14,21.05396117039318,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.8, 'e': 0.0013878492948359294}",25,2,32.04219883731993,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.8, 'e': 0.0013603680375478932}",20,12,14.331888361100532,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.8, 'e': 0.0013334309456133598}",20,6,25.610723933051705,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.8, 'e': 0.0013070272438363867}",20,0,27.61920029688316,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
333,False,"{'a': 0.8, 'e': 0.0012811463703842117}",25,11,27.484013479725782,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.8, 'e': 0.0012557779725623699}",25,10,28.391296735987982,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.8, 'e': 0.0012309119026734814}",30,13,35.81579282649743,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.8, 'e': 0.0012065382139580408}",20,2,31.99100950662935,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.8, 'e': 0.0011826471566155732}",25,5,27.275264270538003,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.8, 'e': 0.0011592291739045918}",20,12,15.56813101264941,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.8, 'e': 0.0011362748983197663}",25,10,25.208390155858403,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.8, 'e': 0.0011137751478448037}",20,9,18.457633798980673,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.8, 'e': 0.0010917209222795112}",25,0,24.230299175797466,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
342,False,"{'a': 0.8, 'e': 0.0010701033996396048}",25,9,19.997825007334875,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.8, 'e': 0.0010489139326277886}",20,12,17.215366515824343,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.8, 'e': 0.0010281440451747302}",20,11,17.018681138125878,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.8, 'e': 0.0010077854290485107}",30,20,-4.8964709179524935,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
346,False,"{'a': 0.8, 'e': 0.00098782994053123}",25,15,17.77226820431229,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,7,22.938365097773982,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,15,7.470132913820441,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,15,10.711977547640029,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,3,37.72874857550778,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,13,14.192891943099907,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,8,28.063267932321644,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,10,28.18158347791688,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,12,15.33047230414703,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,8,26.936612733128783,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,5,18.91496957214124,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
